query,sku,offer_id,name,position,demand,views,orders,gmv,our_price,margin_own_live,in_campaign,bid,action
toshiba,1897483981,5884,"Картридж T-2323E для принтеров Toshiba e Studio 2329, eStudio 2823 черный",272,61,2,0,0,3605.0,36.67,True,12.0,широкая_фраза
kyocera,930621173,2769,"Картриджи TK-8345 для принтеров Kyocera TASKalfa 2552ci, TASKalfa 2553",59,61,4,0,0,21252.0,29.2,True,11.0,широкая_фраза
toshiba,866442915,1434,"Картридж T1810E для принтеров Toshiba e-Studio 181, e Studio 182, eStudio 182i, e-Studio 211, eStudio 212, e Studio 212i черный",211,61,2,0,0,6126.0,33.32,True,8.0,широкая_фраза
dufa,930612729,0527,"Фотобарабан KX-FA84A DU для принтеров Panasonic KX-FL511, KX FL512, KXFLM663RU, KX-M513RU, KXM543RU, KX M563RU черный",29,60,4,0,0,7943.0,35.06,True,8.0,широкая_фраза
printer,4463813686,05993,Картридж для Xerox DocuPrint P8er,35,60,19,0,0,10936.0,33.59,True,12.0,широкая_фраза
кс2,874377167,4247,"Картриджи 006R01529-006R01532 для принтеров Xerox Color 550, Color 560",68,60,1,0,0,58520.0,26.29,True,13.0,широкая_фраза
dufa,2928408930,6722,Фотобарабан + картридж KX-FA84A DU+KX-FA83A черный,22,60,4,0,0,8346.0,34.09,True,12.0,широкая_фраза
dufa,2924258731,6691,"Фотобарабан + картридж KX-FAD412A DU+KX-FAT411A для принтеров Panasonic KX-MB1900, KX MB2000, KXMB2001, KX-MB2010, KX MB2020 черный",30,60,3,0,0,7666.0,34.92,True,8.0,широкая_фраза
матрица,4807276926,22084,Картридж для Citizen iR-40T,283,59,1,0,0,567.0,24.69,True,10.0,широкая_фраза
printer,1131187836,4907,"Картриджи 78C5UKE - 78C5UYE для принтеров Lexmark LaserPrinter CS521, LP CS622, LP CX622, LP-CX625",50,59,6,0,0,98696.0,30.43,True,12.0,широкая_фраза
матрица,1277712112,4656,"Картридж M21-375595YL для принтеров Brady BMP 21-LAB, BMP 21-PLUS",370,59,1,0,0,3109.0,34.75,True,8.0,широкая_фраза
pc,2652681052,6364,"Картридж PC-110 для принтеров P1000, P2000, P2050, P5000 черный",25,59,3,0,0,7288.0,35.42,True,8.0,широкая_фраза
cp-1,863431665,0371,"Картриджи CE320A-CE323A для принтеров cm1415fn, cp1525n",36,59,1,0,0,10022.0,30.96,True,12.0,широкая_фраза
cf,2909045114,6605,"Фотобарабан + картридж CF234A-CF233A для принтеров HP LaserJet Ultra M106, LJ Ultra M106w черный",38,58,2,0,0,6954.0,37.43,True,37.0,широкая_фраза
ксерокс,1775320318,5781,"Фотобарабан 013R00691 для принтеров Xerox B225, B230, B235 черный",33,58,2,0,0,5788.0,30.69,True,13.0,широкая_фраза
9070,5257992163,3361X6,"Комплект картриджей №907XL (6 шт.) на 9000 страниц для принтеров HP OfficeJet 6950, OfficeJet Pro 6960",40,58,1,0,0,18301.0,54.5,False,,широкая_фраза
9070,5257994048,3361X10,"Комплект картриджей №907XL (10 шт.) на 15000 страниц для принтеров HP OfficeJet 6950, OfficeJet Pro 6960",23,58,3,0,0,28807.0,56.14,False,,широкая_фраза
bra,1869841159,5706,Лента M210-750-488 для принтеров Brady M210 черный,92,57,2,0,0,4907.0,33.06,True,12.0,широкая_фраза
715,930607882,0539,"Картридж TK-715 для принтеров Kyocera KM-3050, KM 4050, KM5050 черный",34,57,21,0,0,6224.0,35.47,True,9.0,широкая_фраза
4080,4504237098,24832,Картридж для Samsung SL-M4080FX,24,57,2,0,0,6463.0,34.86,True,8.0,широкая_фраза
lex,4506610657,38081,Картридж для Lexmark CS317,900,56,1,0,0,3088.0,34.44,True,8.0,широкая_фраза
lex,4481065936,12152,Картридж для Lexmark LaserPrinter MX410de,1008,56,1,0,0,4517.0,35.17,True,12.0,широкая_фраза
lex,4481066772,12155,Картридж для Lexmark LaserPrinter MX611dhe,674,56,1,0,0,4520.0,35.19,True,12.0,широкая_фраза
lex,4489617550,13052,Картридж для Lexmark Optra E240N,605,56,1,0,0,4992.0,34.82,True,12.0,широкая_фраза
lex,4489617904,13058,Картридж для Lexmark Optra 232T,665,56,1,0,0,4990.0,34.81,True,12.0,широкая_фраза
lex,4489618319,13124,Картридж для Lexmark MX611dhe,637,56,1,0,0,3863.0,34.69,True,12.0,широкая_фраза
lex,4489619032,13061,Картридж для Lexmark MS310dn,669,56,1,0,0,4200.0,34.64,True,12.0,широкая_фраза
lex,4489619046,13062,Картридж для Lexmark MS310d,858,56,1,0,0,4199.0,34.63,True,8.0,широкая_фраза
lex,4489619387,13113,Картридж для Lexmark MS811dn,794,56,1,0,0,7086.0,35.3,True,8.0,широкая_фраза
lex,4489620000,13121,Картридж для Lexmark MX511dhe,636,56,1,0,0,3864.0,34.69,True,12.0,широкая_фраза
lex,4489620305,13074,Картридж для Lexmark MS610dte,725,56,1,0,0,4919.0,34.72,True,12.0,широкая_фраза
lex,4489620542,130514,Картридж для Lexmark Optra 332N,640,56,1,0,0,4990.0,34.81,True,12.0,широкая_фраза
lex,4489621924,13081,Картридж для Lexmark MS410d,611,56,1,0,0,4242.0,34.71,True,12.0,широкая_фраза
lex,4489622301,13051,Картридж для Lexmark Optra E232N,627,56,1,0,0,4993.0,34.82,True,12.0,широкая_фраза
lex,4489622568,130513,Картридж для Lexmark Optra 332,656,56,1,0,0,4997.0,34.84,True,12.0,широкая_фраза
lex,4489622950,13072,Картридж для Lexmark MS610de,643,56,1,0,0,4919.0,34.72,True,12.0,широкая_фраза
lex,4489623389,13122,Картридж для Lexmark MX310dn,619,56,1,0,0,3863.0,34.69,True,12.0,широкая_фраза
lex,4489623406,13071,Картридж для Lexmark MS510dn,587,56,1,0,0,4920.0,34.73,True,12.0,широкая_фраза
lex,4489623905,13115,Картридж для Lexmark MS812de,780,56,1,0,0,7087.0,35.3,True,8.0,широкая_фраза
lex,4489624541,13073,Картридж для Lexmark MS610dn,655,56,1,0,0,4921.0,34.73,True,12.0,широкая_фраза
lex,4489625082,13082,Картридж для Lexmark MS410dn,588,56,1,0,0,4241.0,34.71,True,12.0,широкая_фраза
lex,4489625401,13123,Картридж для Lexmark MX511dte,783,56,1,0,0,3865.0,34.7,True,8.0,широкая_фраза
lex,4489626082,13111,Картридж для Lexmark MS811dtn,862,56,1,0,0,7085.0,35.3,True,8.0,широкая_фраза
lex,4489626315,13116,Картридж для Lexmark MS812dn,825,56,1,0,0,7084.0,35.29,True,8.0,широкая_фраза
lex,4489626416,130519,Картридж для Lexmark Optra 342TN,666,56,1,0,0,5000.0,34.85,True,12.0,широкая_фраза
lex,4490416802,17483,Картридж для Lexmark T654,735,56,1,0,0,9169.0,33.02,True,12.0,широкая_фраза
lex,4490418647,17511,Картридж для Lexmark W850,705,56,1,0,0,6610.0,34.97,True,8.0,широкая_фраза
lex,4490419529,17482,Картридж для Lexmark T652,744,56,1,0,0,9167.0,33.01,True,12.0,широкая_фраза
lex,4490420181,17293,Картридж для Lexmark MX811,828,56,1,0,0,9214.0,33.04,True,12.0,широкая_фраза
lex,4490424103,17281,Картридж для Lexmark MX710,677,56,1,0,0,7148.0,35.34,True,8.0,широкая_фраза
lex,4490424342,17484,Картридж для Lexmark T656,745,56,1,0,0,9167.0,33.01,True,12.0,широкая_фраза
lex,4490424889,17292,Картридж для Lexmark MX810,706,56,1,0,0,9212.0,33.03,True,12.0,широкая_фраза
lex,4490427318,17273,Картридж для Lexmark MX611de,720,56,1,0,0,5135.0,34.38,True,12.0,широкая_фраза
lex,4490427347,17481,Картридж для Lexmark T650,732,56,1,0,0,9168.0,33.02,True,12.0,широкая_фраза
lex,4490427783,17291,Картридж для Lexmark MX711,782,56,1,0,0,9213.0,33.03,True,12.0,широкая_фраза
lex,4490428090,17241,Картридж для Lexmark E220,711,56,1,0,0,7565.0,35.59,True,8.0,широкая_фраза
lex,4490431242,17244,Картридж для Lexmark Optra E323n,934,56,1,0,0,7564.0,35.58,True,8.0,широкая_фраза
lex,4490432501,17262,Картридж для Lexmark MS812,727,56,1,0,0,7084.0,35.29,True,12.0,широкая_фраза
lex,4490432692,17272,Картридж для Lexmark MX511,612,56,1,0,0,5133.0,34.37,True,12.0,широкая_фраза
lex,4490437468,17294,Картридж для Lexmark MX812,742,56,1,0,0,9212.0,33.03,True,12.0,широкая_фраза
lex,4490446286,17242,Картридж для Lexmark E321,871,56,1,0,0,7564.0,35.58,True,8.0,широкая_фраза
lex,4490458599,17243,Картридж для Lexmark E323,802,56,1,0,0,7566.0,35.59,True,8.0,широкая_фраза
lex,4493621527,22264,Картридж для Lexmark MS415dn,564,56,1,0,0,3475.0,35.6,True,12.0,широкая_фраза
lex,930622451,2451,"Фотобарабан 50F0Z00 для принтеров Lexmark LaserPrinter MS317, MS310, MS410, MS415, MS510, MS511, MS610, MS617 MX317 MX410 MX417 MX510 MX511 MX611 MX617 черный",798,56,1,0,0,8902.0,34.33,True,12.0,широкая_фраза
lex,930621119,1751,Картридж W850H21G для принтеров Lexmark W850 черный,482,56,1,0,0,6609.0,34.97,True,8.0,широкая_фраза
lex,930615615,3142,"Картридж 50F5000 для принтеров Lexmark и LaserPrinter-MS310, LP MS312, LP MS410, LP-MS415 черный",552,56,1,0,0,5358.0,34.64,True,12.0,широкая_фраза
lex,906876718,22262,"Картридж для Lexmark MS312dn, MS312, MS415, MS415dn",508,56,1,0,0,3477.0,35.61,True,8.0,широкая_фраза
lex,906876626,2226,"Картридж 51F5H00 для принтеров Lexmark MS312, MS415dn, MS312dn, MS415,",458,56,1,0,0,3477.0,35.61,True,8.0,широкая_фраза
lex,904473241,1215,"Картридж 60F5H0E для принтеров Lexmark LaserPrinter MX310dn, LP MX410de, LP MX510de, LP-MX511dte, LP MX611dhe",885,56,1,0,0,4517.0,35.17,True,12.0,широкая_фраза
lex,874377727,4158,"Картриджи 808SC-808SK для принтеров Lexmark и CX310, CX410, CX510",687,56,1,0,0,16159.0,32.73,True,8.0,широкая_фраза
lex,874376391,4154,"Картридж 808SC для принтеров Lexmark и CX310, CX410, CX510 голубой",654,56,1,0,0,5418.0,34.71,True,12.0,широкая_фраза
force,874376004,4442,Картриджи T2661 - T2670 для принтеров Epson WorkForce WF-100W черный,2,56,1,0,0,3378.0,34.96,True,14.0,широкая_фраза
lex,873314371,3809,"Картридж 71B50C0 для принтеров Lexmark CS317, CS417, CS517, CX317, CX417, CX517 голубой",898,56,1,0,0,3356.0,35.27,True,8.0,широкая_фраза
lex,873313777,3808,"Картридж 71B50K0 для принтеров Lexmark CS317, CS417, CS517, CX317, CX417, CX517 черный",580,56,1,0,0,3087.0,34.44,True,12.0,широкая_фраза
lex,873313162,3393,"Картридж 13T0101 для принтеров Lexmark Optra E310, Optra E312 черный",704,56,1,0,0,7928.0,35.06,True,8.0,широкая_фраза
lex,870872409,2319,"Картридж 51B5000 для принтеров Lexmark MX317dn, LP MS417, LP MS517",748,56,1,0,0,2868.0,33.64,True,8.0,широкая_фраза
sharp,866443783,2110,"Картридж MX237GT для принтеров Sharp AR-6020, AR-6023D, AR 6026N черный",68,56,5,0,0,5325.0,34.6,True,8.0,широкая_фраза
lex,864226055,1308,"Картридж 50F5X00 для принтеров Lexmark MS410d, MS410dn, MS510dn, MS610de, MS610dn черный",533,56,1,0,0,4241.0,34.71,True,13.0,широкая_фраза
lex,864225922,1309,"Картридж 52D5000 для принтеров Lexmark MS810de, MS810dn черный",696,56,1,0,0,6268.0,35.51,True,12.0,широкая_фраза
lex,864225908,1312,"Картридж 60F5H00 для принтеров Lexmark MX310dn, MX410de, MX510de, MX511dhe, MX611de, MX611dhe черный",493,56,1,0,0,3863.0,34.69,True,14.0,широкая_фраза
lex,864225770,1305,"Картридж 24016SE для принтеров Lexmark 330, 332TN, E230, Optra 232, Optra232N черный",606,56,1,0,0,4992.0,34.82,True,12.0,широкая_фраза
x2d,5239720561,1044X2,"Комплект картриджей MLT-D203E (2 шт.) на 20000 страниц для принтеров Samsung SL-M3820, SL M3870, SLM4020, SL-M4070",14,56,3,0,0,9206.0,46.17,False,,широкая_фраза
lex,4543097608,68302,Картридж для Lexmark MX722adhe,538,56,1,0,0,36324.0,33.66,True,12.0,широкая_фраза
lex,4543088068,68304,Картридж для Lexmark MS823n,541,56,1,0,0,36324.0,33.66,True,12.0,широкая_фраза
lex,4543086699,68303,Картридж для Lexmark MS826de,537,56,1,0,0,36326.0,33.66,True,12.0,широкая_фраза
lex,4543085397,68308,Картридж для Lexmark MX826ade,539,56,1,0,0,36324.0,33.66,True,12.0,широкая_фраза
lex,4543084653,68305,Картридж для Lexmark MS825dn,548,56,1,0,0,36327.0,33.67,True,12.0,широкая_фраза
lex,4543084448,65162,Картридж для Lexmark X464de,681,56,1,0,0,5336.0,34.61,True,12.0,широкая_фраза
lex,4543083531,68306,Картридж для Lexmark MS823dn,535,56,1,0,0,36324.0,33.66,True,12.0,широкая_фраза
lex,4543083251,65164,Картридж для Lexmark X466dte,682,56,1,0,0,5336.0,34.61,True,12.0,широкая_фраза
lex,4543082762,68301,Картридж для Lexmark MX722ade,499,56,1,0,0,36325.0,33.66,True,12.0,широкая_фраза
lex,4543082712,68307,Картридж для Lexmark MX822ade,542,56,1,0,0,36328.0,33.67,True,12.0,широкая_фраза
lex,4543082339,62621,Картридж для Lexmark MS331dn,845,56,1,0,0,20251.0,33.14,True,8.0,широкая_фраза
lex,4543080942,65163,Картридж для Lexmark X466de,736,56,1,0,0,5338.0,34.62,True,12.0,широкая_фраза
lex,4543080857,65165,Картридж для Lexmark X466dwe,737,56,1,0,0,5339.0,34.63,True,12.0,широкая_фраза
lex,4543079964,62622,Картридж для Lexmark MX331adn,758,56,1,0,0,20250.0,33.14,True,12.0,широкая_фраза
lex,4543079443,65161,Картридж для Lexmark X463de,730,56,1,0,0,5337.0,34.62,True,12.0,широкая_фраза
lex,4543078539,62951,Картридж для Lexmark MX725,557,56,1,0,0,30771.0,33.5,True,12.0,широкая_фраза
lex,4543077637,58981,Тонер-картридж для Lexmark MS725dvn,530,56,1,0,0,38241.0,30.84,True,12.0,широкая_фраза
lex,4527393192,52461,Картридж для Lexmark LaserPrinter MS321,851,56,1,0,0,15163.0,34.41,True,8.0,широкая_фраза
lex,4527392683,52462,Картридж для Lexmark LaserPrinter MS421,957,56,1,0,0,15157.0,34.4,True,8.0,широкая_фраза
lex,4527390775,52463,Картридж для Lexmark LaserPrinter MS521,948,56,1,0,0,15159.0,34.4,True,8.0,широкая_фраза
lex,4527389929,49283,Тонер-картридж для Lexmark CX725de,689,56,1,0,0,10700.0,33.52,True,12.0,широкая_фраза
lex,4527389728,52467,Картридж для Lexmark LaserPrinter MX421,835,56,1,0,0,15161.0,34.4,True,8.0,широкая_фраза
lex,4527389720,52466,Картридж для Lexmark LaserPrinter MX321,809,56,1,0,0,15157.0,34.4,True,8.0,широкая_фраза
lex,4527389487,52469,Картридж для Lexmark LaserPrinter MX522,925,56,1,0,0,15162.0,34.4,True,8.0,широкая_фраза
lex,4527389028,49044,Картридж для Lexmark LaserPrinter CX625,603,56,1,0,0,28508.0,33.42,True,12.0,широкая_фраза
lex,4527388765,52468,Картридж для Lexmark LaserPrinter MX521,887,56,1,0,0,15157.0,34.4,True,8.0,широкая_фраза
lex,4527388611,524610,Картридж для Lexmark LaserPrinter MX622,909,56,1,0,0,15158.0,34.4,True,8.0,широкая_фраза
lex,4527387662,52465,Картридж для Lexmark LaserPrinter MS622,987,56,1,0,0,15160.0,34.4,True,8.0,широкая_фраза
lex,4527387124,49284,Тонер-картридж для Lexmark CX725dhe,693,56,1,0,0,10698.0,33.52,True,12.0,широкая_фраза
lex,4527387066,49281,Тонер-картридж для Lexmark CS720de,690,56,1,0,0,10699.0,33.52,True,12.0,широкая_фраза
lex,4527387031,49418,Фотобарабан для Lexmark LaserPrinter CX510,863,56,1,0,0,73969.0,30.32,True,12.0,широкая_фраза
lex,4527386756,49042,Картридж для Lexmark LaserPrinter CS622,675,56,1,0,0,28508.0,33.42,True,12.0,широкая_фраза
lex,4527386653,52464,Картридж для Lexmark LaserPrinter MS621,941,56,1,0,0,15157.0,34.4,True,8.0,широкая_фраза
lex,4527386412,49404,Фотобарабан для Lexmark LaserPrinter MX912,808,56,1,0,0,18084.0,32.95,True,8.0,широкая_фраза
lex,4527386013,49403,Фотобарабан для Lexmark LaserPrinter MX911,774,56,1,0,0,18086.0,32.95,True,8.0,широкая_фраза
lex,4527385368,49041,Картридж для Lexmark LaserPrinter CS521,691,56,1,0,0,28509.0,33.42,True,12.0,широкая_фраза
lex,4527385218,49417,Фотобарабан для Lexmark LaserPrinter CS510,1023,56,1,0,0,73973.0,30.32,True,12.0,широкая_фраза
lex,4527385043,49043,Картридж для Lexmark LaserPrinter CX622,731,56,1,0,0,28510.0,33.42,True,12.0,широкая_фраза
lex,4527384531,49401,Фотобарабан для Lexmark LaserPrinter MX910,710,56,1,0,0,18084.0,32.95,True,8.0,широкая_фраза
lex,4527384024,49422,Комплект фотобарабанов для Lexmark LaserPrinter X746,833,56,1,0,0,9211.0,34.45,True,8.0,широкая_фраза
lex,4518317673,41571,Картридж для Lexmark CX310,608,56,1,0,0,5135.0,34.38,True,12.0,широкая_фраза
lex,4509203755,37444,Фотобарабан для Lexmark LaserPrinter B2650,768,56,1,0,0,8555.0,34.18,True,12.0,широкая_фраза
lex,4509203559,37448,Фотобарабан для Lexmark LaserPrinter MB2650,525,56,1,0,0,8555.0,34.18,True,12.0,широкая_фраза
lex,4509203103,37446,Фотобарабан для Lexmark LaserPrinter MB2442,995,56,1,0,0,8555.0,34.18,True,12.0,широкая_фраза
lex,4509202680,37441,Фотобарабан для Lexmark LaserPrinter B2338,927,56,1,0,0,8556.0,34.18,True,12.0,широкая_фраза
картриджи для принтера canon,1547263981,5422,"Картриджи 067H с чипом для принтеров Canon LBP631CW, LBP633Cdw, MF651Cw, MF655Cdw, MF657Cdw",230,56,3,0,0,10445.0,28.78,True,22.0,не_видны
lex,4507533031,31433,Картридж для Lexmark LaserPrinter-MX810,897,56,1,0,0,8405.0,34.12,True,8.0,широкая_фраза
lex,4507527038,31422,Картридж для Lexmark LaserPrinter-MS312,670,56,1,0,0,5358.0,34.64,True,12.0,широкая_фраза
lex,4507524840,31421,Картридж для Lexmark LaserPrinter-MS310,667,56,1,0,0,5359.0,34.64,True,12.0,широкая_фраза
lex,4507523514,31432,Картридж для Lexmark LaserPrinter-MX711,902,56,1,0,0,8403.0,34.11,True,8.0,широкая_фраза
lex,4507522753,31431,Картридж для Lexmark LaserPrinter-MX710,919,56,1,0,0,8404.0,34.12,True,8.0,широкая_фраза
lex,4507522196,31482,Картридж для Lexmark LaserPrinter-MX410,623,56,1,0,0,4775.0,35.56,True,12.0,широкая_фраза
lex,4507521923,31434,Картридж для Lexmark LaserPrinter-MX811,921,56,1,0,0,8403.0,34.11,True,8.0,широкая_фраза
lex,4507521782,31426,Картридж для Lexmark LaserPrinter-MS610,664,56,1,0,0,5358.0,34.64,True,12.0,широкая_фраза
lex,4507521279,31425,Картридж для Lexmark LaserPrinter-MS510,657,56,1,0,0,5361.0,34.65,True,12.0,широкая_фраза
lex,4507520238,31424,Картридж для Lexmark LaserPrinter-MS415,660,56,1,0,0,5358.0,34.64,True,12.0,широкая_фраза
lex,4507519119,31423,Картридж для Lexmark LaserPrinter-MS410,668,56,1,0,0,5360.0,34.65,True,12.0,широкая_фраза
lex,4507518541,31435,Картридж для Lexmark LaserPrinter-MX812,955,56,1,0,0,8406.0,34.12,True,8.0,широкая_фраза
lex,4507517479,31481,Картридж для Lexmark LaserPrinter-MX310,756,56,1,0,0,4776.0,35.56,True,12.0,широкая_фраза
lex,4506610961,38085,Картридж для Lexmark CX417,907,56,1,0,0,3090.0,34.46,True,8.0,широкая_фраза
lex,4481063556,12153,Картридж для Lexmark LaserPrinter MX510de,803,56,1,0,0,4519.0,35.18,True,12.0,широкая_фраза
lex,4506609313,38084,Картридж для Lexmark CX317,708,56,1,0,0,3087.0,34.44,True,8.0,широкая_фраза
lex,4506605210,38086,Картридж для Lexmark CX517,830,56,1,0,0,3087.0,34.44,True,8.0,широкая_фраза
lex,4506600974,38082,Картридж для Lexmark CS417,879,56,1,0,0,3087.0,34.44,True,8.0,широкая_фраза
lex,4506600779,38083,Картридж для Lexmark CS517,866,56,1,0,0,3089.0,34.45,True,8.0,широкая_фраза
lex,4504236361,24451,Картридж для Lexmark X215,593,56,1,0,0,4027.0,35.03,True,12.0,широкая_фраза
lex,4493704481,22261,Картридж для Lexmark MS312,565,56,1,0,0,3478.0,35.62,True,12.0,широкая_фраза
lex,1131187176,4931,"Картридж 74C5SYE для принтеров Lexmark CS720, CS720de, CX725de, CX725dhe желтый",761,56,1,0,0,11628.0,33.76,True,12.0,широкая_фраза
lex,1131187355,4940,"Фотобарабан 54G0P00 для принтеров Lexmark LaserPrinter MS911, LP MX910, LP-MX911, LPMX912 черный",566,56,1,0,0,18083.0,32.95,True,12.0,широкая_фраза
lex,1131187451,4905,"Картридж 78C5UME для принтеров Lexmark LaserPrinter CS521, LP CS622, LP CX622, LP-CX625 пурпурный",560,56,1,0,0,28508.0,33.42,True,12.0,широкая_фраза
lex,1153216564,0501,"Картридж 12036SE для принтеров Lexmark E120, E120n черный",741,56,1,0,0,4493.0,35.13,True,12.0,широкая_фраза
lex,1153667499,1727,"Картридж 60F5X00 для принтеров Lexmark MX510de, MX511, MX611de черный",597,56,1,0,0,5134.0,34.37,True,12.0,широкая_фраза
lex,1153669759,1748,"Картридж T650H21E для принтеров Lexmark T650, T652 черный",658,56,1,0,0,9167.0,33.01,True,9.0,широкая_фраза
lex,1153670898,1724,"Картридж 12S0300 для принтеров Lexmark E220, E321, E323, OptraE323n",818,56,1,0,0,7564.0,35.58,True,8.0,широкая_фраза
lex,1153758359,2445,Картридж 18S0090 для принтеров Lexmark X215 черный,585,56,1,0,0,4026.0,35.02,True,12.0,широкая_фраза
lex,1153810035,3148,"Картридж 60F0HA0 для принтеров Lexmark LaserPrinter-MX310, LP MX410 черный",679,56,1,0,0,4775.0,35.56,True,12.0,широкая_фраза
lex,1434676978,4895,"Картридж 56F5H00 для принтеров Lexmark LaserPrinter MS321, LP MS421, LP MS521 черный",663,56,1,0,0,18512.0,32.99,True,12.0,широкая_фраза
lex,1434681877,4897,"Картридж 56F5X0E для принтеров Lexmark LaserPrinter MS421, LP MS521, LP MS621, LP-MS622 черный",545,56,1,0,0,26500.0,33.33,True,13.0,широкая_фраза
lex,1454441839,4896,"Картридж 56F5U0E для принтеров Lexmark LaserPrinter MS521, LP MS621, LP-MS622, MX521, LPMX522, LP MX622 черный",767,56,1,0,0,31199.0,33.52,True,12.0,широкая_фраза
lex,1674593194,5569,"Фотобарабан 76C0PK0 для принтеров Lexmark CS921de, CS923de, CX921de, CX922de черный",607,56,1,0,0,15139.0,34.4,True,12.0,широкая_фраза
lex,1897483846,5878,"Картридж B240HA0 для принтеров Lexmark LaserPrinter B2442, LP MB2442 черный",815,56,1,0,0,17535.0,32.89,True,13.0,широкая_фраза
lex,1910266948,5844,"Картридж 56F5X00 для принтеров Lexmark MS421dw, MS521dn, MS621dn, MX421dw, MX521de, MX622ade черный",757,56,1,0,0,19579.0,33.08,True,12.0,широкая_фраза
lex,1999350309,5948,"Картридж 76C0HC0 для принтеров Lexmark CS921de, CS923de, CX921de, CX922de голубой",459,56,1,0,0,13239.0,34.09,True,8.0,широкая_фраза
lex,1999356510,5949,"Картридж 76C0HK0 для принтеров Lexmark CS921de, CS923de, CX921de, CX922de черный",697,56,1,0,0,11490.0,33.72,True,8.0,широкая_фраза
lex,1999360715,5950,"Картридж 76C0HM0 для принтеров Lexmark CS921de, CS923de, CX921de, CX922de пурпурный",719,56,1,0,0,13239.0,34.09,True,8.0,широкая_фраза
lex,1999365927,5951,"Картридж 76C0HY0 для принтеров Lexmark CS921de, CS923de, CX921de, CX922de желтый",571,56,1,0,0,13239.0,34.09,True,8.0,широкая_фраза
lex,1999579460,6054,"Картридж B235000/B2300A0 для принтеров Lexmark LaserPrinter B2338, LP B2442, LP B2546 черный",333,56,2,0,0,15071.0,32.59,True,12.0,широкая_фраза
lex,2493620667,6273,"Картриджи 76C0HK0-76C0HY0 для принтеров Lexmark CS921de, CS923de, CX921de, CX922de",464,56,1,0,0,42116.0,30.91,True,12.0,широкая_фраза
lex,2917433925,6646,"Фотобарабан + картридж 55B0ZA0+55B0XA0/ 55B5X00/ 55B5X0E для принтеров Lexmark MS331, MS431, MS431dn, MX331, MX431, MX431adn черный",916,56,1,0,0,36332.0,33.66,True,12.0,широкая_фраза
lex,2923153284,6675,"Фотобарабан + картридж B220Z00+B225X00/ B220XA0 для принтеров Lexmark B2236, MB2236 черный",733,56,1,0,0,25645.0,33.29,True,12.0,широкая_фраза
lex,3557209653,6337,"Картридж 64G0H00 для принтеров Lexmark LaserPrinter MX910, LP-MX911, LPMX912 черный",631,56,1,0,0,11161.0,33.64,True,12.0,широкая_фраза
lex,3557209770,6338,"Фотобарабан B220Z00 для принтеров Lexmark B2236, MB2236 черный",590,56,1,0,0,4727.0,34.45,True,8.0,широкая_фраза
lex,3557211275,6516,"Картридж 463X для принтеров Lexmark X463de, X464de черный",604,56,1,0,0,5336.0,34.61,True,12.0,широкая_фраза
lex,3681683401,3015,"Картридж 51B5H00 для принтеров Lexmark MS417dn, MS517dn, MS617dn, MX417de, MX517de, MX617de черный",700,56,1,0,0,4265.0,35.75,True,8.0,широкая_фраза
катридж,4450871818,00182,Картридж для Canon FC-128,26,56,1,0,0,6038.0,35.33,True,12.0,широкая_фраза
lex,4463531021,05023,Картридж для Lexmark LaserPrinter E350d,702,56,1,0,0,4393.0,34.98,True,12.0,широкая_фраза
lex,4463531080,05012,Картридж для Lexmark E120n,688,56,1,0,0,4493.0,35.13,True,12.0,широкая_фраза
lex,4463532132,05025,Картридж для Lexmark LaserPrinter E352dn,618,56,1,0,0,4394.0,34.98,True,12.0,широкая_фраза
lex,4463532352,05011,Картридж для Lexmark E120,678,56,1,0,0,4494.0,35.14,True,12.0,широкая_фраза
lex,4463532981,05022,Картридж для Lexmark LaserPrinter E250dn,626,56,1,0,0,4391.0,34.97,True,12.0,широкая_фраза
lex,4463533239,05021,Картридж для Lexmark LaserPrinter E250d,620,56,1,0,0,4392.0,34.97,True,12.0,широкая_фраза
lex,4463533354,05066,Картридж для Lexmark E260,624,56,1,0,0,4704.0,34.42,True,12.0,широкая_фраза
lex,4463534279,05065,Картридж для Lexmark E260dn,692,56,1,0,0,4707.0,34.44,True,8.0,широкая_фраза
lex,4463534382,05024,Картридж для Lexmark LaserPrinter E350dn,698,56,1,0,0,4391.0,34.97,True,12.0,широкая_фраза
lex,4463534670,05061,Картридж для Lexmark E460dn,630,56,1,0,0,4705.0,34.42,True,12.0,широкая_фраза
lex,4463535555,05064,Картридж для Lexmark E360d,653,56,1,0,0,4704.0,34.42,True,12.0,широкая_фраза
lex,4463535935,05063,Картридж для Lexmark E360dn,661,56,1,0,0,4706.0,34.43,True,12.0,широкая_фраза
lex,4463536363,05062,Картридж для Lexmark E460dw,576,56,1,0,0,4704.0,34.42,True,12.0,широкая_фраза
lex,4463538055,05067,Картридж для Lexmark E462dtn,526,56,1,0,0,4708.0,34.44,True,12.0,широкая_фраза
lex,4463550532,05068,Картридж для Lexmark E260d,648,56,1,0,0,4704.0,34.42,True,12.0,широкая_фраза
lex,4481062904,12154,Картридж для Lexmark LaserPrinter MX511dte,672,56,1,0,0,4517.0,35.17,True,12.0,широкая_фраза
lex,4481063408,12151,Картридж для Lexmark LaserPrinter MX310dn,766,56,1,0,0,4518.0,35.18,True,12.0,широкая_фраза
